,term,Alternate forms and synonyms.,Other language examples (back translations),Meaning notes. Definitions.,Related (but different) terms,other consultant suggestions / comments / entries,Galen's rationale,Galen's notes/drafts,,,,,,,,,,,,,,,,,,,,,,,
t,cadeia,"cadeias, prisão, prisões, aprisionado","lugar em que alguém é aprisionado (G);
","Uma cadeia ou prisão é uma pequena casa ou quarto em que os governos prendem criminosos ou acusados de um crime. José foi preso em uma prisão no Egito, Pedro em uma prisão em Jerusalém e Paulo em uma prisão em Roma. Uma pessoa que está trancada em uma prisão é chamada de prisioneiro. Uma pessoa que está em autoridade sobre uma prisão ou prisão é chamada de carcereiro.",corrente,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Tiago,,,"Haviam vários homens chamados pelo nome Tiago. Dois eram apóstolos. Outro era o irmão de Jesus, Tiago, que mais tarde se tornou cristão e líder nas igrejas de Jerusalém. (A forma hebraica de Tiago é Jacó, que significa Calcanhar.)",,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
t ,ciúme,enciumado,,"Ciúme pode significar (1) sentir-se mal ou com raiva quando outra pessoa é bem-sucedida ou consegue o que você deseja, (2) invejar os outros ou (3) desejar o que eles têm. O ciúme pode levar você a pecar. Deus sente ciúmes quando seu povo adora outros deuses.",,,The slant (/) has no meaning.,,"Key Term Database including back translation contributions from the following languages: Daasanach (D), Wolof (W), Guajajara (G), Kandas (K) and Ramoaaina (R). © 2019 Wycliffe Bible Translators, Inc.",,,,,,,,,,,,,,,,,,,,,,
n,Jeoaquim,"Joaquim, Eliaquim",,"Jeoaquim, também chamado de Conias e Joaquim, era rei de Judá (sul de Israel) quando um exército babilônico invadiu e capturou a cidade de Jerusalém 598 anos antes de Cristo.",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Joiada,,,Joiada era sumo sacerdote no templo de Jerusalém antes e durante o reinado do rei Joás. Sua esposa resgatou o bebê Joás de ser morto pela malvada rainha Atalia.,,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Jefté,,,"Jefté viveu cerca de 1700 anos antes de Jesus durante o tempo dos juízes. Ele se tornou o líder do exército israelita, levando-o à vitória.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Jeremias,,,"Jeremias viveu cerca de 600 anos antes de Jesus, antes e durante o tempo em que Israel foi destruído pela Babilônia. Ele foi um profeta de Deus que chamou os israelitas ao arrependimento de sua desobediência, avisando-os de que os babônios viriam capturar Jerusalém e levá-los em cativeiro por 70 anos.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Jericó,,,Jericó era o nome de uma cidade forte e murada em Canaã. Era onde Raabe morava. Jericó foi a primeira cidade que Josué e os israelitas conquistaram com a ajuda milagrosa de Deus. Deus fez com que os muros de Jericó caíssem.,,,Good as is.,,,,,,,,,,,,,,,,,,,,,,,,
n,Jeroboão,,,"Depois que o rei Salomão morreu, seu reino foi dividido em dois. Jeroboão tornou-se rei da parte norte, que eles chamavam de Israel. Jeroboão disse aos israelitas que parassem de ir a Jerusalém e adorassem o Senhor curvando-se a ídolos que pareciam um touro, e ele se fez sacerdote. Essas ações desagradaram ao Senhor. Jeroboão foi um rei perverso.",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Jerusalém,,,"Depois que o rei Davi capturou Jerusalém, ela se tornou a capital de Israel. (O nome Jerusalém significa Cidade da Paz.) O rei Salomão construiu um templo para Deus em Jerusalém. Por 1000 anos, a cidade de Jerusalém permaneceu o local central de adoração para os judeus. Outro nome para Jerusalém é Monte Sião, porque está localizado em uma colina. Jerusalém foi destruída e reconstruída várias vezes.",Sião,, ,,,,,,,,,,,,,,,,,,,,,,,,
n,Jessé,,,"Jessé era o pai do rei Davi, que era um ancestral de Jesus Cristo. No Antigo Testamento, o profeta Isaías havia escrito que o Messias ou Cristo seria descendente de Jessé e de Davi.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Jesus,,"Yeesu em escritos romanos, Isaa em escrita árabe (W);","(Um anjo disse a Maria e José para nomear seu filho) Jesus, que significa ""Deus Salva"" porque ele salvaria as pessoas de seus pecados. Jesus é o Messias ou Cristo prometido. Ele é Deus vindo em carne humana, o único Salvador. (Ele fez milagres na terra, morreu por causa dos nossos pecados, ressuscitou três dias depois e ascendeu ao céu, de onde voltará um dia para julgar os vivos e os mortos e continuar governando o reino que ele está agora em processo de construção). Alguns outros títulos dados a Jesus são: Jesus Cristo, Messias, Filho de Deus, Filho do Homem, Filho de Davi.",,Arabic ref.,,,,,,,,,,,,,,,,,,,,,,,,,
n,Jetro,Reuel,,"Jetro era o título de um sacerdote de Midiã. Seu nome pessoal era Reuel (Ex. 4.18). Moisés casou-se com uma das filhas de Jetro por volta de 1400 aC. (O nome Reuel significa ""amigo de Deus"".)",,,,GC 7/7/2019,,,,,,,,,,,,,,,,,,,,,,,
n,Judeu,"Judeu, Judaico, Hebreus",pessoas (uma tribo) chamada judeus; filhos de Israel (W);,"Os judeus eram descendentes de Abraão e Jacó, também chamado de Israel. Eles viviam na terra chamada Judá, daí o título de judeus. Os judeus eram conhecidos como ""povo de Deus"" porque Deus os escolheu para serem a nação por meio da qual ele se tornaria conhecido e por meio da qual nasceria o Messias. Deus escolheu Israel, os judeus, para ser uma luz para todas as nações, para mostrar Deus a todo o mundo. Os judeus étnicos não fizeram isso. Então Deus enviou Jesus, nascido como judeu, para cumprir seu propósito de trazer luz e vida a todas as nações do mundo. Jesus ensinou que um ""verdadeiro"" judeu não era um descendente étnico de Abraão, mas sim qualquer pessoa (não importa sua etnia biológica) que confiasse e obedecesse a Deus como Abraão o fez.","Gentio, Israelita","I would leave this out from notes: Sometimes the term ""Jew"" is used figuratively/generically in the New Testament to refer to believers, Christians, people who truly belong to God. (Hilkka)",,,,,,,,,,,,,,,,,,,,,,,,,
t,Jóia,"jóias, gema, gemas, pedra preciosa, pedras preciosas",pedra (R); miçangas (R); pedras que custam muito caro (U);,Joias são lindas pedras de várias cores que custam muito dinheiro. O sumo sacerdote de Israel usava joias em seu peitoral (para simbolizar as 12 tribos de Israel). A Nova Jerusalém é descrita no Livro do Apocalipse como tendo paredes feitas de joias.,,other language: stones you pay big money,,,,,,,,,,,,,,,,,,,,,,,,,
t,Líderes Religiosos Judeus,"Líder Religioso, Líderes Religiosos, Líder religioso judeu",líderes judeus que acreditavam em Deus (G);,"Os líderes religiosos judeus incluíam sacerdotes, rabinos, escribas e professores que deveriam ajudar os outros a entender e obedecer às leis de Deus. Muitos desses líderes não acreditaram em Jesus e tentaram prejudicar os judeus que se tornaram cristãos.","fariseu, saduceu",,GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Joabe,,,Joabe foi um comandante leal do exército de Davi por muitos anos.,,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Joás,Jeoás,,"Joás foi rei de Judá (sul de Israel) cerca de 800 anos antes de Cristo. Enquanto jovem, ele serviu ao Senhor, mas quando velho, ele fez o mal e foi morto.",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Jó,,,"Jó era um homem famoso, rico, piedoso e bom que viveu muito, muito tempo atrás. Depois que os inimigos roubaram toda a sua riqueza e Satanás matou seus filhos, ele ficou muito doente. Seus amigos o acusaram de pecados secretos, mas Jó sabia que ele era um homem bom, então ele queria perguntar a Deus por que ele estava sofrendo. Depois que ele se tornou humilde, Deus restaurou sua saúde e sua riqueza, e ele teve mais filhos.",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,João,,Yowanna (W),"O nome João significa ""Graça de Deus"". Os homens da Bíblia chamados João incluem (1) o batista que advertiu as pessoas a voltarem para Deus, (2) um apóstolo de Jesus que foi um dos três mais próximos de Jesus e que escreveu o Evangelho, várias cartas e quase certamente o Apocalipse, (3) O primo de Barnabé chamado João Marcos, que escreveu um Evangelho, (4) o pai de Pedro, (5) um parente de um sumo sacerdote.",,Arabic ref.,Some believe that (2) and (6) be the same man.," Several people named John are mentioned in the New Testament. The two most important are John the Baptizer and John the Apostle: (1) John the Baptizer was the prophet who prepared the way for Jesus. He was a prophet in the tradition of Elijah, and like Elijah he warned the people to repent and come back to God. See Matthew 3:1–15; 11:2–19; 14:1–12; 17:13; 21:24–32; Mark 1:4–11; 6:14–29; 11:29–33; Luke 1:13–17, 57–63, 76–80; 3:2–20; 7:18–33; 11:1; John 1:6–8, 15, 19–36; 3:22–30. (2) John the Apostle was the son of Zebedee and brother of James. He was one of the twelve apostles of Jesus. He wrote the Gospel of John and the Letters of John, and almost certainly the Book of Revelation. See Matthew 4:21–22; 10:2; 17:1–13; Mark 1:29; 3:17; 5:37; 9:1–13, 38; 10:35–41; 13:3; Luke 8:51; 9:28–36, 49, 54; 22:8; Acts 3:1–11; 4:13, 19–20; 8:14–17; Galatians 2:9; Revelation 1:1, 4, 9; 22:2, 8. (3) John Mark, the cousin of Barnabas and co-worker of Paul, wrote the Gospel of Mark (Acts 12:12; 13:4–13; 15:37–39; Colossians 4:10; 2 Timothy 4:11; Philemon 24; 1 Peter 5:13). (4) John was the name of the father of Simon Peter (Matthew 16:17; John 1:42; 21:15–17). (5) Also there was a member of the family of the High Priest Annas named John (Acts 4:6).",,,,,,,,,,,,,,,,,,,,,,,
n,Jonas,,,"Jonas viveu cerca de 800 anos antes de Jesus. Seu nome significa Pomba, uma espécie de pássaro. Ele era um profeta de Deus que (com relutância) chamou a cidade perversa de Ninivah para se arrepender. (Jesus disse certa vez que ele mesmo voltaria à vida três dias após sua morte, pois Jonas passou três dias em um peixe grande que o engoliu.) Deus usou a vida de Jonas como uma mensagem tanto quanto as palavras de Jonas.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Jônatas,,,"Jônatas era filho do rei Saul. Ele e David se tornaram bons amigos. Quando Saul e Jônatas morreram em batalha, Davi tornou-se rei em seu lugar. (O nome Jônatas significa Presente do Senhor.)",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Jope,,,"Jope era uma cidade na costa do mar a oeste de Jerusalém, onde navios e barcos iam e vinham.",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Jordão,Rio Jordão,,"Jordão é o nome do longo rio que corre de norte a sul na terra de Israel. No lado oeste do Jordão há boas terras agrícolas, enquanto o lado leste do Jordão permanece deserto.",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,José,,,"Os homens chamados José incluem (1) o décimo primeiro filho de Jacó, (2) o marido de Maria, (3) um dos irmãos de Jesus, (4) o rico líder judeu (José de Arimateia) que enterrou o corpo de Jesus e outros.
O filho de Jacó, José, foi vendido como escravo no Egito cerca de 1800 anos antes de Jesus, (e se tornou um importante oficial no Egito, onde trouxe a família de Jacó para ficar 400 anos). (O nome José significa que ""ele adicionará."")",,,,,,,,,,,,,,,,,,,,,,,,,,,
n,Josué,,,"Josué viveu cerca de 1400 anos antes de Jesus. Seu nome significa """"Deus Salva"""". Ele foi um dos 12 espias que Moisés enviou a Canaã. , """"Quanto a mim e minha família, seguiremos a Deus."""")
(O nome Josué significa ""o SENHOR salva"". O nome Jesus é uma forma do nome Josué.)",,,GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
n,Judá,,,"Judá era um dos doze filhos de Jacó. Sua mãe era Lia. Ele se tornou o ancestral da tribo israelita de Judá.
Depois que o rei Salomão morreu, as tribos do norte ainda eram chamadas de Israel, enquanto as duas tribos do sul eram chamadas de Judá em hebraico e Judéia em latim. (O nome Judá significa Louvor.)",Judéia,,"GC 08-Mar-2019

RR: should a note be made here about Judah also being a country split off from Israel?",,,,,,,,,,,,,,,,,,,,,,,,
n,Judéia,,,Judéia é o nome da província ou área onde vivia a tribo de Judá.,Judá,Judea is name of province/area where tribe of Judah lived. (Hilkka),,,,,,,,,,,,,,,,,,,,,,,,,
t,juíz,juízes,"líder dos judeus na terra de Canaã (G); 
homem (quem) descide (soluciona) disputas/discussões (U);","Nos tempos antigos, antes que houvesse um rei em Israel, os juízes governavam as tribos. Esses juízes ou líderes tinham autoridade para resolver disputas e discussões e até mesmo para liderar soldados em batalha.
Julgar é tomar uma decisão.
Um juiz nos tempos modernos geralmente é aquele que toma ou anuncia uma decisão final em um tribunal.","rei, profeta",other language: man (who) decides (solution for) disputes/talk (urt),GC 07-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,justo,"justiça, justamente, justificar","aquele que é considerado bom na presença de Deus (G);
considerar alguém justo (W); chamá-los de retos (R); chamá-los de retos em seus olhos (R);
contar corretamente as obras das pessoas (G);
","Justiça significa obedecer a leis ou padrões. Uma pessoa justa obedece às leis. Um juiz justo decide casos de acordo com o que a lei diz. Deus é justo quando recompensa ou pune os outros pelo que suas próprias leis dizem. Deus aceita como justos ou justificados, aqueles que acreditam em suas promessas, como fez Abraão. Embora nossas boas obras mostrem que temos fé, é nossa fé que nos justifica ou nos salva. (Deus não justifica aqueles que tentam ganhar sua salvação.)","justo, bom, mau",,,,,,,,,,,,,,,,,,,,,,,,,,
n,Quetura,,,"Depois que a esposa de Abraão, Sara, morreu, ele se casou com uma mulher chamada Quetura, que teve vários filhos. (O nome Keturah pode significar Incenso ou Cheiro Doce.)",,,GC 19-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,gentil,"gentileza, bondade","fazer o bem às pessoas (G); 
",Bondade é fazer o bem para outras pessoas de maneira gentil.,misericórdia,"take out: showing pity to people (because it is mercy, not kindness) (hilkka)",GC 15-Feb-2019,,,,,,,,,,,,,,,,,,,,,,,,
t,rei,"reis, Rei","pessoa que governa/autoridade;
Chefe (G); rei (R);
","Um rei continua sendo o governante mais alto de um reino ou nação até que ele morra. Algumas nações adoravam seu rei como um deus. (Algumas nações, reinos ou impérios chamavam seus reis por diferentes títulos ou nomes, por exemplo, Roma chamava seu rei César; o Egito chamava seu rei Faraó; os filisteus chamavam seu rei Abimeleque).","César, Faraó, Abimeleque",,,,,,,,,,,,,,,,,,,,,,,,,,
t,reino,"reino, império, impérios",,"Um reino é onde quer que um rei governe a terra e o povo. Um império é onde quer que um rei governe muitas terras e povos. Às vezes, a palavra ""trono"" simboliza reino.","nação, país",,GC 08-Feb-19,,,,,,,,,,,,,,,,,,,,,,,,
t,Reino de Deus,Reino dos Céus,"reino de Deus;
Como Deus governa [reina] sobre tudo;
o governo de Deus sobre as pessoas (G); governo de Deus (R);","O Reino de Deus existe onde quer que os humanos obedeçam a Deus como seu rei: Jesus, porque ele é o Rei, trouxe o Reino de Deus à terra quando veio ao mundo. O Reino de Deus inclui todos aqueles que recebem Jesus para governá-los como seu Rei, tanto no céu quanto na terra.
Às vezes, a palavra ""trono"" (cadeira do rei) é usada para simbolizar o reino.",,,"RR: #3 definition seems to contradict #1.  If Jesus (and God) are truly all-powerful and have all authority, then it seems to me that Jesus has been and is currently the king over earth and heaven.  He is the High King.  Currently there are many ""under kings"" reigning on earth, but they are under Jesus' sovereignty.  Perhaps #3 should say something more like One day Jesus will do away with all other earthly kings and he himself will reign soley, visibly as King of earth when earth and heaven are once again rejoined/renewed.
GC: God's eternal sovereign rule over his creation and its creatures, to my knowledge, is not called 'Kingdom of God' in Scripture, only in abstract theology. Theology can inform translators, but should not introduce extraneious infomation into translation of specific verses.
RR: I feel more comfortable in having information that is general here, rather than trying to define past, present, future and eternal kingdoms (which is more a theological extraction than clearly deliniated in Scripture).
GC 08-Feb-19","The Kingdom of God exists wherever humans obey God as their king. Because Jesus is the divine King, he brought God's Kingdom to earth when he came into the world.",,,,,,,,,,,,,,,,,,,,,,,
t,conhecimento,"saber, conhecer, conhecido",o verdadeiro conhecimento das coisas (G);,"Conhecimento ou 'saber' pode significar (1) tudo o que as pessoas podem lembrar e falar; (2) idéias ou pensamentos que as pessoas acreditam ser verdadeiros; (3) gostar de estar com alguém ou pertencer a Deus; ou (4 ) para conceber filhos juntos.
A sabedoria é a habilidade em como usar o conhecimento para fazer boas ações.",sabedoria,,GC 08-Mar-2019,,,,,,,,,,,,,,,,,,,,,,,,
n,Corá,,,"Corá liderou uma rebelião contra Moisés e Arão. Então, Deus fez o chão se abrir, e Corá e todos os que o seguiram caíram na fenda e morreram.",,,,,,,,,,,,,,,,,,,,,,,,,,,
